"
Сокращенное название:
АО ""БАЙКАЛЭНЕРГО"" ОП ""ЦТС""
","
Телефон: 
 (3952) 794988, 795004 (3952) 794952 (3952) 794245
","
E-Mail: 
 Nikolskii_av@nitec.irkutskenergo.ru baykalenergo@nitec.irkutskenergo.ru
","
Телефон: 
797-245
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РТС""
","
Телефон: 
 (473) 2398000
","
E-Mail: 
 mail@rtscompany.ru
","
Телефон: 
(473) 239-80-00
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РТЦ Альтернатива""
","
Телефон: 
 (910) 5025579
","
E-Mail: 

","
Телефон: 
(910) 5025579
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РТЦ""
","
Телефон: 
 (347) 2163313,  89051812295
","
E-Mail: 
 rem-acs@yandex.ru
","
Телефон: 
8(905) 181-22-95
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Рубеж-М""
","
Телефон: 
 7580533
","
E-Mail: 
 info@rubezh-m.ru
","
Телефон: 
(499) 7580533
","
E-Mail: 
sergeev_rubezh-m@mail.ru
"
"
Сокращенное название:
ООО ""Рудоремонтный завод""
","
Телефон: 
 (39546) 53003, 50330
","
E-Mail: 
 chrrz@aovsu.ru gubin@aovsu.ru
","
Телефон: 
53003
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РУСвелл""
","
Телефон: 
 (922) 6266173
","
E-Mail: 
 a.agapov@ruswell-nnb.ru
","
Телефон: 
(922) 6266173
","
E-Mail: 
a.agapov@ruswell-nnb.ru
"
"
Сокращенное название:
ООО ""Русвельт""
","
Телефон: 
 (3412) 655009
","
E-Mail: 
 info@rusvelt.com
","
Телефон: 
(3412) 655-009
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РусКран""
","
Телефон: 
 (4812) 622679 (4812) 31-19-68
","
E-Mail: 
 ruskran@gmail.com
","
Телефон: 
62-26-79
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РусНефтеГазСтрой""
","
Телефон: 
 (85595) 25654
","
E-Mail: 
 rusoilnk@mail.ru
","
Телефон: 
(85595) 25654
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РусНефтеПроект-Мск""
","
Телефон: 
 (499) 4002331
","
E-Mail: 
 osipov@rusnefteproekt.ru
","
Телефон: 
(499) 400-23-31
","
E-Mail: 
info@rusnefteproekt.ru
"
"
Сокращенное название:
ООО ""РусПромГаз""
","
Телефон: 
 89373937333 +7-937-393-73-33
","
E-Mail: 
 s.matveev99@gmail.com
","
Телефон: 
89373937333
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РусСибКонтроль""
","
Телефон: 
 (923) 1804652 (499) 3482287
","
E-Mail: 
 russibcontrol@gmail.com rsk@russibkontrol.ru
","
Телефон: 
(499) 3482287
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Русская лаборатория-Энергетика""
","
Телефон: 
 (812) 3256624
","
E-Mail: 
 office@ruslab.org
","
Телефон: 
(812)  325-66-24
","
E-Mail: 
office@ruslab.org
"
"
Сокращенное название:
ООО ""РУССТЕХ""
","
Телефон: 
 (925) 2175253
","
E-Mail: 

","
Телефон: 
(925) 2175253
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Русь Строй""
","
Телефон: 
 (812) 3364455
","
E-Mail: 

","
Телефон: 
(812) 3364455; 8960-2372454
","
E-Mail: 
murashov_alex@inbox.ru
"
"
Сокращенное название:
ООО ""Русэксперт""
","
Телефон: 
 (918) 301-93-36
","
E-Mail: 

","
Телефон: 
(918) 107-31-56
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РУСЭНЕРГО""
","
Телефон: 
 89138888464, (3822) 903330
","
E-Mail: 
 ooo.rusenergo@mail.ru
","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""РусЭнергоСтрой""
","
Телефон: 
 (923) 2935801, (800) 7759631
","
E-Mail: 
 info@24res.ru av@24res.ru
","
Телефон: 
+7 (923) 293-58-01
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЦ ДИС""
","
Телефон: 
 (423) 2226797 (4232) 22-29-79
","
E-Mail: 
 info@rc-dis.com rcdis2004@mail.ru
","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЦД""
","
Телефон: 
 (35376) 70841 (35376) 74724 (35376) 670841
","
E-Mail: 
 REGCD@yandex.ru regcd56@mail.ru
","
Телефон: 
(3537) 670841
","
E-Mail: 
regcd56@mail.ru
"
"
Сокращенное название:
ООО ""РЦНКиС""
","
Телефон: 
 (843) 5703889
","
E-Mail: 

","
Телефон: 
(843) 503-04-22
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЦПБиЭ""
","
Телефон: 
 (343) 3636301
","
E-Mail: 
 mail@rcerb.ru
","
Телефон: 
89221111200
","
E-Mail: 
dir@rcepb.ru
"
"
Сокращенное название:
ООО ""РЦС""
","
Телефон: 
 (812) 3135112
","
E-Mail: 
 office@rcscenter.ru
","
Телефон: 
(812) 313-51-15
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЦСИ ""Артель""
","
Телефон: 
 (3452) 606055
","
E-Mail: 
 info@arteltmn.ru info@artelmn.ru
","
Телефон: 
(3452) 61-11-22
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Рэд Энерджи""
","
Телефон: 
 (985) 5293317
","
E-Mail: 

","
Телефон: 
(985) 5293317
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЭКО-ЭНЕРГО""
","
Телефон: 
 (351) 2619192
","
E-Mail: 
 dir@reko-en.ru, eaefimov@mail.ru
","
Телефон: 
(351) 619192
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЭМ""
","
Телефон: 
 (3955) 578880
","
E-Mail: 

","
Телефон: 
(3955) 57-88-80
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЭНКО-ЭКСПЕРТ""
","
Телефон: 
 (343) 2295343, 2230481 (343) 2295343, 2230481
","
E-Mail: 
 renkoexp@mail.ru
","
Телефон: 
2882311
","
E-Mail: 
renkoexp@mail.ru
"
"
Сокращенное название:
ООО ""РЭС""
","
Телефон: 
 (391) 2190079 8(391) 319-00-79
","
E-Mail: 

","
Телефон: 
(391) 2190079
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЭУ № 1""
","
Телефон: 
 (928) 810-17-10
","
E-Mail: 

","
Телефон: 
(8655) 47-45-92
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЭУ № 2""
","
Телефон: 
 (4852) 320725 (4852) 594467
","
E-Mail: 

","
Телефон: 
(920) 114-71-15
","
E-Mail: 

"
"
Сокращенное название:
ООО ""РЭЦ ""Альтернатива""
","
Телефон: 
 (8442) 339077 (8442) 33-68-35
","
E-Mail: 
 alter34@list.ru
","
Телефон: 
(8442) 33-68-35
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Рязаньнефтегазстрой""
","
Телефон: 
 (4912) 339003
","
E-Mail: 
 stikmail@inbox.ru
","
Телефон: 
(4912) 339003
","
E-Mail: 
stikmail@inbox.ru
"
"
Сокращенное название:
ООО ""С-Тест""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
(4842)
","
E-Mail: 

"
"
Сокращенное название:
ООО ""САЛЮС""
","
Телефон: 
 (3432) 664074
","
E-Mail: 
 info@salus-ural.ru
","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""Самараволгомаш""
","
Телефон: 
 (8462) 301672, 3092308 (846) 3090747
","
E-Mail: 
 mail@samaravolgomash.ru
","
Телефон: 
(846) 3092367
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Самараинжиниринг""
","
Телефон: 
 (846) 3300270
","
E-Mail: 

","
Телефон: 
(846) 3300270
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СамараНИПИнефть""
","
Телефон: 
 (846) 205-86-00
","
E-Mail: 

","
Телефон: 
(846) 205-87-03
","
E-Mail: 
AntipinaIN@samnipineft.ru
"
"
Сокращенное название:
ООО ""Самарский ИТЦ""
","
Телефон: 
 (846) 3744333 (846) 2706624 доб. 142, 143 (846) 2706625
","
E-Mail: 
 sekr@eor.samara.ru AgeevSN@samitc.ru sekr@samitc.ru
","
Телефон: 
(937) 6503785
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Самарский Физико-технический центр""
","
Телефон: 
 (846) 2225656, 9970670
","
E-Mail: 
 ftc@samtel.ru ftc-samara-2@mail.ru
","
Телефон: 
(846) 2225656
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СамПромЭксперт""
","
Телефон: 
 (846) 2409709
","
E-Mail: 
 samara.spe@gmail.com, samara.spe@yandex.ru
","
Телефон: 
(846) 2409709
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Самсон Контролс""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
863 2101414
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СанВит""
","
Телефон: 
 9196336808
","
E-Mail: 
 San.Vit_777@mail.ru
","
Телефон: 
+7 (8555) 44-87-89
","
E-Mail: 
Sаn.Vit_777@mail.ru
"
"
Сокращенное название:
ООО ""САНТЕЛ Газнефтьавтоматика""
","
Телефон: 
 (8452) 458511 (8452) 459827 (8452) 45-98-22
","
E-Mail: 
 Santel.office@gmail.com santel.office@gmail.ru
","
Телефон: 
(8452) 459827
","
E-Mail: 
PA64t@mail.ru
"
"
Сокращенное название:
ООО ""Сахалин Металл""
","
Телефон: 
 (4242) 779183
","
E-Mail: 

","
Телефон: 
(4242) 77-91-83
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сахспецсервис""
","
Телефон: 
 (918) 0776951
","
E-Mail: 

","
Телефон: 
(918) 0776951
","
E-Mail: 

"
"
Сокращенное название:
ООО ""САХСТРОЙТЕСТ""
","
Телефон: 
 (4242) 312037
","
E-Mail: 

","
Телефон: 
(4242) 312037
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СахТехКонтроль""
","
Телефон: 
 (4242) 779178, 467468 (4242) 467418
","
E-Mail: 
 info@sakhtechcontrol.ru
","
Телефон: 
4242 467418
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СБ Строй""
","
Телефон: 
 +7-911-456-83-80
","
E-Mail: 

","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""СБС""
","
Телефон: 
 (904) 6713092 +7 9046713081
","
E-Mail: 
 info@sovburservis.ru
","
Телефон: 
(904) 6713092
","
E-Mail: 
info@sovburservis.ru
"
"
Сокращенное название:
ООО ""СВ - Инжиниринг""
","
Телефон: 
 (3452) 687837
","
E-Mail: 
 sergeev12005@rambler.ru
","
Телефон: 
(3452) 68-78-37
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СВАР ТЭК""
","
Телефон: 
 8 917 910 95 25
","
E-Mail: 
 ooosvartek@mail.ru
","
Телефон: 
8 843 567-77-24
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СварИнвест""
","
Телефон: 
 (8343) 266-4321
","
E-Mail: 

","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сварка Контроль Сервис""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
8987279-17-01
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сваркон Эксперт""
","
Телефон: 
 (86133) 25566
","
E-Mail: 
 SK_KSR@mail.ru
","
Телефон: 
(86133) 25566
","
E-Mail: 
SK_KSR@mail.ru
"
"
Сокращенное название:
ООО ""СварМост""
","
Телефон: 

","
E-Mail: 
 svarmostlnk@mail.ru
","
Телефон: 
7(912)7088757
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СВАРОЧНЫЕ ТЕХНОЛОГИИ""
","
Телефон: 

","
E-Mail: 

","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""СВАРСАЙТ""
","
Телефон: 
 (34786) 42085 89224015291
","
E-Mail: 
 svarsait1@rambler.ru lnknv@bk.ru
","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""СварТехДиагностика""
","
Телефон: 
 (912) 9413055
","
E-Mail: 

","
Телефон: 
+7 (912) 9413055
","
E-Mail: 
stdiagnost@ya.ru
"
"
Сокращенное название:
ООО ""Сварщик""
","
Телефон: 
 (8612) 694241 (861) 2115242 (861) 2153312
","
E-Mail: 

","
Телефон: 
694241
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СВД-Пром""
","
Телефон: 
 (964) 3940479
","
E-Mail: 
 vsa@svb.ru
","
Телефон: 
(964) 3940479
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СветСтройТехЭкспертиза""
","
Телефон: 
 (905)491-72-81 89097574983
","
E-Mail: 
 sste2015@mail.ru
","
Телефон: 
(909) 757-49-83
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Свис Инжиниринг Групп""
","
Телефон: 
 (495) 7807157 (495) 7807178 (495) 7273422 (495)3636934
","
E-Mail: 
 seg@seg-russia.com y.morev@seg-group.com
","
Телефон: 
(495) 7273422
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СВРЗ""
","
Телефон: 
 (39042) 73273
","
E-Mail: 
 Karastelev@sayan.ru
","
Телефон: 
(39042) 73171
","
E-Mail: 
Mozharov@sayan.ru
"
"
Сокращенное название:
ООО ""СВС""
","
Телефон: 
 (4242) 390901 (4242)390906
","
E-Mail: 
 query@abseilers.ru guery@abseilers.ru
","
Телефон: 
84242264499
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СВТЗ""
","
Телефон: 
 (8482) 636028 (8482) 63-60-31
","
E-Mail: 
 svtz@bk.ru
","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""СГ СеверГазМонтаж""
","
Телефон: 
 (499) 3460310, (495) 3344513 (4722) 778-031
","
E-Mail: 
 sg_sgm@nadymregion.com - - - -
","
Телефон: 
89084980442
","
E-Mail: 
72vek72@mail.ru
"
"
Сокращенное название:
ООО ""СГД""
","
Телефон: 
 (8452) 744431 (8452) 47-73-73
","
E-Mail: 
 sgdsaratov@mail.ru
","
Телефон: 
(927) 1585856
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СГС""
","
Телефон: 
 (473) 2615756
","
E-Mail: 
 sgs-vrn@list.ru
","
Телефон: 
(473) 2615756
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СГЭМ""
","
Телефон: 
 (812) 3095862
","
E-Mail: 
 o.nenarokova@sgem.spb.ru
","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""СДТ""
","
Телефон: 
 (342) 2430379
","
E-Mail: 

","
Телефон: 
(919) 4998891
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Себряковский механический завод""
","
Телефон: 
 (8442) 35-85-00
","
E-Mail: 
 mechanzavod@mail.ru
","
Телефон: 
(84463) 4-17-77
","
E-Mail: 
mechanzavod@mail.ru
"
"
Сокращенное название:
ООО ""Север-Нефтегазстрой""
","
Телефон: 
 (3462) 932111 (3462)934-000
","
E-Mail: 

","
Телефон: 
(3462)932-111
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Север-Строй Контроль""
","
Телефон: 

","
E-Mail: 
 s-stroikon@mail.ru
","
Телефон: 
8-818-242-04-33
","
E-Mail: 
s-stroikon@mail.ru
"
"
Сокращенное название:
ООО ""Севергазпром""
","
Телефон: 
 (981) 500-10-50
","
E-Mail: 

","
Телефон: 
89815001050
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СеверЛабСтрой""
","
Телефон: 
 (906) 2869998
","
E-Mail: 

","
Телефон: 
(906) 2869998
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Северная компания""
","
Телефон: 
 (812) 7777988 (812) 7777888 89127777988
","
E-Mail: 
 mail@nordcompany.ru nordcompany@mail.ru
","
Телефон: 
89030983011
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Северное сияние""
","
Телефон: 
 (904) 1000007, 9128662523 (912) 1320000
","
E-Mail: 
 ooo.nordgas@gmail.com
","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЕВЕРНЫЕ ТЕХНОЛОГИИ""
","
Телефон: 
 (3466) 29-00-41
","
E-Mail: 
 office@stnvart.ru
","
Телефон: 
(3466) 29-00-41
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Северный экспертный центр""
","
Телефон: 
 (4852) 586088, 586646 (4852) 585642
","
E-Mail: 
 komaleks@mail.ru promka@inbox.ru info@pb76.ru
","
Телефон: 
(4852) 58-60-88
","
E-Mail: 
info@pb76.ru
"
"
Сокращенное название:
ООО ""СеверСервис""
","
Телефон: 
 (3466) 671175
","
E-Mail: 

","
Телефон: 
(3466) 29-65-80
","
E-Mail: 
ssnv2014@mail.ru
"
"
Сокращенное название:
ООО ""СеверСпецСервис""
","
Телефон: 
 (3466) 619726 (3466) 61-97-28 83466619726
","
E-Mail: 
 info@severspecservis.ru severspecservis@mail.ru
","
Телефон: 
(3466) 619726
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Северсталь-Проект""
","
Телефон: 
 (8202) 536800
","
E-Mail: 
 engineering@severstal-proekt.com
","
Телефон: 
(8202) 536469
","
E-Mail: 
tihomirovan@severstal-proekt.com
"
"
Сокращенное название:
ООО ""СеверСтрой""
","
Телефон: 
 (3919) 42 99 86
","
E-Mail: 
 belovip@yandex.ru
","
Телефон: 
(3919) 48-07-17
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Северстрой""
","
Телефон: 
 (8453) 529706, 529708 (8453)52-97-08
","
E-Mail: 
 severstroi64@yandex.ru
","
Телефон: 
(84454) 5-67-29
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СевЗапМонтажСтрой""
","
Телефон: 
 (8202) 596291
","
E-Mail: 
 sevzapmontagstr@mail.ru
","
Телефон: 
(8202) 44-51-81
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Севмортех""
","
Телефон: 
 (812) 3322700
","
E-Mail: 
 post@sevmor.com
","
Телефон: 
(812) 33-22-700
","
E-Mail: 
novikov@sevmor.com
"
"
Сокращенное название:
ООО ""СевОсПромЭкспертиза""
","
Телефон: 
 (8672) 321686 - сотовый (8672) 546794 (8672) 254712
","
E-Mail: 
 sopeks@gmail.com
","
Телефон: 
(928) 497-36-16
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сейф-контроль""
","
Телефон: 
 (3462) 289097, 236494 (3462) 236494 8(3462)236494
","
E-Mail: 
 safe-control@mail.ru
","
Телефон: 
23-64-94
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЕРВИС - КОНТРОЛЬ""
","
Телефон: 
 (3466) 249854
","
E-Mail: 

","
Телефон: 
3466 249854
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЕРВИС НЕРАЗРУШАЮЩЕГО КОНТРОЛЯ""
","
Телефон: 

","
E-Mail: 

","
Телефон: 

","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сервис НК""
","
Телефон: 
 (937)322-47-67
","
E-Mail: 
 faritokt@mail.ru
","
Телефон: 
8 (937) 322-47-67
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сервис-Металл""
","
Телефон: 
 (812) 2477069
","
E-Mail: 
 dir@s-met24.ru
","
Телефон: 
(908) 9093300
","
E-Mail: 
sklad@s-met24.ru
"
"
Сокращенное название:
ООО ""Сервис-Строй""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
(39159) 5-36-37
","
E-Mail: 
ooo-servis-stroy@list.ru
"
"
Сокращенное название:
ООО ""Сервисная Компания ИНТРА""
","
Телефон: 
 (812) 3135092
","
E-Mail: 
 intra@intratool.ru
","
Телефон: 
(812) 313-50-92
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сервисный центр ""Прогресс""
","
Телефон: 
 (3955) 542192 (3955) 54-65-35
","
E-Mail: 
 box@progress-angarsk.ru progress.angarsk@gmail.ru
","
Телефон: 
(3955) 542192
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сервисный центр ПТМ""
","
Телефон: 
 (812) 309-11-42
","
E-Mail: 
 scptm@list.ru
","
Телефон: 
(812) 309-11-42
","
E-Mail: 
scptm@list.ru
"
"
Сокращенное название:
ООО ""СервисСтрой""
","
Телефон: 
 (926) 9898075
","
E-Mail: 
 gupurst@yandex.ru
","
Телефон: 
+7(906) 791-66-51
","
E-Mail: 
gupurst@yandex.ru
"
"
Сокращенное название:
ООО ""Сервистехномонтаж""
","
Телефон: 
 (843) 5718130
","
E-Mail: 
 stm_16@mail.ru
","
Телефон: 
(843) 14-01-04
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЕРВИСЭНЕРГО""
","
Телефон: 
 8-432-230-230
","
E-Mail: 
 office@servis-energo.ru
","
Телефон: 
(4932) 230-230
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сертификационные системы""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
(495) 626-28-81
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЗ АНТЦ ""Энергомонтаж""
","
Телефон: 
 (812) 2748847 (812) 2456964
","
E-Mail: 
 env@antcszem.ru mail@antcszem.ru
","
Телефон: 
(911) 9983265
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЗМ""
","
Телефон: 
 (812) 448-10-24
","
E-Mail: 

","
Телефон: 
(812) 448-10-24
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЗМК""
","
Телефон: 
 (3843) 900246, 900247
","
E-Mail: 

","
Телефон: 
(3843) 90-02-19
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СЗТ""
","
Телефон: 
 (952) 2340130
","
E-Mail: 
 stz-priemnaya-spb@mail.ru
","
Телефон: 
(952) 2340130
","
E-Mail: 
stz-priemnaya-spb@mail.ru
"
"
Сокращенное название:
ООО ""СибДиаКом""
","
Телефон: 
 (913) 7197146
","
E-Mail: 
 info@sibdia.com
","
Телефон: 
(913) 7197146
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибДиЭкс""
","
Телефон: 
 (391) 2778657
","
E-Mail: 
 sibdieks@mail.ru
","
Телефон: 
(391) 277-86-57
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибирская Экспертная Компания""
","
Телефон: 
 (383) 2080890 (383)2923332
","
E-Mail: 
 ooosek@ngs.ru
","
Телефон: 
(383) 2923332
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибирь-Сервис""
","
Телефон: 
 (3842) 747310 (3832) 715933 (3842) 747314 8(384-2) 37-49-51, 34-64-37 (3842) 74-73-10, 74-73-14
","
E-Mail: 
 nikitin_konstantin@mail.ru, potrjsov@mail.ru sibservis@kemnet.ru
","
Телефон: 
74-73-10
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибирь-Эксперт""
","
Телефон: 
 (3843) 991471
","
E-Mail: 

","
Телефон: 
(903) 9402423
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибирьгазстрой""
","
Телефон: 
 (383) 3437412 (383) 3610122 +7(383)343-74-12
","
E-Mail: 
 sibgazstroy@mail.ru
","
Телефон: 
(383) 3437412
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибКонтроль""
","
Телефон: 
 (913) 7888968 89137888968
","
E-Mail: 
 Lnksib54@gmail.com
","
Телефон: 
(913) 0044518
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибма""
","
Телефон: 
 (3955) 680580, 956249 (3955) 95-62-49
","
E-Mail: 
 sibma@list.ru sibma@sibmontazh.ru
","
Телефон: 
8(3955) 514-080
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибмашхолдинг""
","
Телефон: 
 (3912) 770520 (902) 9400117
","
E-Mail: 
 dvs2080@mail.ru sibtradeoil@mail.ru 231255smh@mail.ru
","
Телефон: 
(913) 187-39-29
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибменеджмент""
","
Телефон: 
 (3952) 211-733
","
E-Mail: 
 samsonov@sibmg.ru
","
Телефон: 
(3952) 211-733
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибНефтегазКонтроль""
","
Телефон: 
 (3812) 515219
","
E-Mail: 

","
Телефон: 
(913) 680-26-72; служебный (960) 983-01-41
","
E-Mail: 
snk-omsk@mail.ru
"
"
Сокращенное название:
ООО ""СибПСК""
","
Телефон: 
 (3843) 353411, 529974
","
E-Mail: 
 sibpsk@bk.ru
","
Телефон: 
45-63-20
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибремстроймонтаж""
","
Телефон: 
 (3812) 21-22-34
","
E-Mail: 

","
Телефон: 
(3812) 21-22-34
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибсертификация""
","
Телефон: 
 (383) 2660366
","
E-Mail: 
 panichev2008@yandex.ru
","
Телефон: 
8- 913-766-3344
","
E-Mail: 
panichev2008@yandex.ra
"
"
Сокращенное название:
ООО ""Сибстройнефтегаз""
","
Телефон: 
 (3822) 683332, 683331 (3822) 68-33-31/68-33-32 тел/факс 68-33-32, 68-33-31
","
E-Mail: 
 sibstroy@mail.tomsknet.net
","
Телефон: 
(3822) 68-33-31
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибСтройРегион""
","
Телефон: 
 89097387373
","
E-Mail: 
 ooo.ssr@bk.ru
","
Телефон: 
+7 904 493-47-48
","
E-Mail: 
ooo.ssr@bk.ru
"
"
Сокращенное название:
ООО ""СИБТЕХ""
","
Телефон: 
 89029227252, +79134999111
","
E-Mail: 
 ooo_sibtex@mai.ru
","
Телефон: 
+7 913 500 33 36
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибтехмонтаж-сварка""
","
Телефон: 
 (3912) 633093 (391)2361549
","
E-Mail: 
 stmsvarka@gmail.com
","
Телефон: 
(3912) 233-17-08
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибТехПром""
","
Телефон: 
 89247027779
","
E-Mail: 

","
Телефон: 
8-902-177-31-65
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибТехСтрой""
","
Телефон: 
 3632053
","
E-Mail: 

","
Телефон: 
653425
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибТехСтройКом""
","
Телефон: 
 (3832) 375-20-19
","
E-Mail: 

","
Телефон: 
375-20-19
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СИБУР Тобольск""
","
Телефон: 
 (3456) 398951 (3456) 398913 (3456) 398448 (3456) 398728 (3456) 398742 (3456) 266001, 266145 (3456)266453 266138
","
E-Mail: 
 tex_nadzor@th.tob.ru office@tobolsk.sibur.ru kolchanovavn@tobolsk.sibur.ru
","
Телефон: 
(3456) 398728
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СИБУР-Кстово""
","
Телефон: 
 (83145) 94903
","
E-Mail: 
 infonhz@sibur-nn.ru
","
Телефон: 
(831) 4594903
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибцентр НК""
","
Телефон: 
 (953) 0689692
","
E-Mail: 

","
Телефон: 
(953) 0689692
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибцентр""
","
Телефон: 

","
E-Mail: 

","
Телефон: 
(3812) 660734, +7 913 970 3329
","
E-Mail: 
sibcentr.55@yandex.ru
"
"
Сокращенное название:
ООО ""СибЭк""
","
Телефон: 
 (3812) 579734
","
E-Mail: 
 sibek-05@mail.ru
","
Телефон: 
(3812) 579734
","
E-Mail: 

"
"
Сокращенное название:
ООО ""СибЭксперт""
","
Телефон: 
 (3812) 599494
","
E-Mail: 

","
Телефон: 
(3812) 599494
","
E-Mail: 

"
"
Сокращенное название:
ООО ""Сибэксперт""
","
Телефон: 
 89131396191 89832289039 телефоны 89131396191
","
E-Mail: 
 sibekspert@mail.ru
","
Телефон: 
8-983-228-90-39
","
E-Mail: 

"
